web_scraper_order,web_scraper_start_url,image_link,address,price,type shoes
"1765137116-209","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5281091_uploaded_image1_1744633294.jpg","Guediawaye, Dakar, Sénégal","25 000CFA","Baskets Jordan 4"
"1765137116-210","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5280652_uploaded_image1_1744617829.jpg","Ouakam, Dakar, Sénégal","14 000CFA","Baskets New Balance 9060"
"1765137116-211","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5280637_uploaded_image1_1744617017.jpg","Ouakam, Dakar, Sénégal","12 000CFA","Baskets Dior B22"
"1765137116-212","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5280347_uploaded_image1_1744581868.jpg","Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-213","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5279346_uploaded_image1_1744524878.jpg","Parcelle Assainies, Dakar, Sénégal","15 000CFA","Sandales en cuir"
"1765137116-214","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5279254_uploaded_image1_1744509325.jpg","Diamalaye 1, Dakar, Sénégal","13 000CFA","Chaussures pour homme"
"1765137116-215","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5277302_uploaded_image1_1744380806.jpg","Grand Yoff, Dakar, Sénégal","24 000CFA","Chaussures Berluti"
"1765137116-216","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5275448_uploaded_image1_1744291597.jpg","Colobane, Dakar, Sénégal","20 000CFA","Sandales Balanciaga"
"1765137116-217","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5274646_uploaded_image1_1744236593.jpg","Grand Dakar, Dakar, Sénégal","45 000CFA","Sneakers Nike Vapormax 2026"
"1765137116-218","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5273973_uploaded_image1_1744209028.jpg","Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-219","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5272396_uploaded_image1_1744132787.jpg","Grand Yoff, Dakar, Sénégal","20 000CFA","Chaussures homme"
"1765137116-220","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5269413_uploaded_image1_1744009328.jpg","Dakar Plateau, Dakar, Sénégal","Prix sur demande","Chaussures hommes"
"1765137116-221","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5269412_uploaded_image1_1744009246.jpg","Dakar Plateau, Dakar, Sénégal","20 000CFA","Chaussures pour homme"
"1765137116-222","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5269407_uploaded_image1_1744008993.jpg","Dakar Plateau, Dakar, Sénégal","25 000CFA","Chaussures hommes"
"1765137116-223","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5267782_uploaded_image1_1743893564.jpg","Diamalaye 1, Dakar, Sénégal","13 500CFA","Chaussures homme"
"1765137116-224","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5267715_uploaded_image1_1743890662.jpg","Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-225","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5265455_uploaded_image1_1743773971.jpg","Dakar, Sénégal","35 000CFA","Chaussures homme"
"1765137116-226","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5262492_uploaded_image1_1743632195.jpg","Mbao, Dakar, Sénégal","3 000CFA","Baskets"
"1765137116-227","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5262150_uploaded_image1_1743614036.jpg","Guediawaye, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137116-228","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5257518_uploaded_image1_1743359463.jpg","Dakar, Sénégal","75 000CFA","Mocassins Chunky Loafers"
"1765137116-229","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5257283_uploaded_image1_1743345206.jpg","Colobane, Dakar, Sénégal","25 000CFA","Chaussures Mocassin"
"1765137116-230","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5257271_uploaded_image1_1743344514.jpg","Colobane, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-231","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5254215_uploaded_image1_1743124170.jpg","Dakar, Sénégal","12 000CFA","Chaussures homme"
"1765137116-232","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5254169_uploaded_image2_1743118437.jpeg","Dakar, Sénégal","7 500CFA","Sandales homme"
"1765137116-233","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5253716_uploaded_image1_1743093416.jpg","Parcelle Assainies, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137116-234","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5253687_uploaded_image1_1743092167.jpg","Parcelle Assainies, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137116-235","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5252737_uploaded_image1_1743045830.jpg","Dieuppeul-Derklé, Dakar, Sénégal","10 000CFA","Babouches marocain"
"1765137116-236","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5251851_uploaded_image1_1743001414.jpg","Dakar Plateau, Dakar, Sénégal","123CFA","Babouches Marakich"
"1765137116-237","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5251791_uploaded_image1_1742999110.jpg","Colobane, Dakar, Sénégal","20 000CFA","Chaussures homme"
"1765137116-238","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5250867_uploaded_image1_1742945140.jpg","Dakar, Sénégal","17 000CFA","Chaussures homme"
"1765137116-239","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5250339_uploaded_image1_1742916939.jpg","Dakar, Sénégal","19 000CFA","Baskets Nike Air Max 95"
"1765137116-240","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5249189_uploaded_image1_1742857796.jpg","Ouest Foire, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-241","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5249173_uploaded_image2_1742857458.jpeg","Ouest Foire, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137116-242","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5249158_uploaded_image1_1742856533.jpg","Ouest Foire, Dakar, Sénégal","25 000CFA","Baskets homme"
"1765137116-243","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5249008_uploaded_image1_1742848944.jpg","Dakar, Sénégal","10 000CFA","Baskets homme"
"1765137116-244","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248723_uploaded_image1_1742835691.jpg","Dakar, Sénégal","16 000CFA","Baskets New Balance"
"1765137116-245","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248608_uploaded_image1_1742831838.jpg","Dakar, Sénégal","30 000CFA","Chaussures Boss"
"1765137116-246","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248606_uploaded_image1_1742831737.jpg","Dakar, Sénégal","18 000CFA","Chaussures Timberland"
"1765137116-247","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248604_uploaded_image1_1742831644.jpg","Dakar, Sénégal","14 000CFA","Baskets Nike Zoom"
"1765137116-248","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248498_uploaded_image1_1742827140.jpg","Pikine, Sénégal","25 000CFA","Chaussures Berluti"
"1765137116-249","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248491_uploaded_image1_1742826946.jpg","Pikine, Sénégal","25 000CFA","Chaussures New balance"
"1765137116-250","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5248156_uploaded_image1_1742815132.jpg","Colobane, Dakar, Sénégal","14 000CFA","Chaussures Timberland"
"1765137116-251","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5247335_uploaded_image1_1742773069.jpg","Dakar, Sénégal","20 000CFA","Chaussures Berluti"
"1765137116-252","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://images.coinafrique.com/thumb_5247027_uploaded_image1_1742754840.jpg","Dakar, Sénégal","16 000CFA","Baskets Nike TN"
"1765137120-253","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5353808_uploaded_image1_1748715471.jpg","Keur Massar, Sénégal","20 000CFA","Chaussures en cuirs pour homme"
"1765137120-254","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5307447_uploaded_image1_1746143406.jpg","Dakar Plateau, Dakar, Sénégal","16 000CFA","Chaussures homme"
"1765137120-255","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5307448_uploaded_image1_1746143468.jpg","Dakar Plateau, Dakar, Sénégal","13 000CFA","Chaussures homme"
"1765137120-256","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5307453_uploaded_image1_1746143663.jpg","Dakar Plateau, Dakar, Sénégal","16 000CFA","Chaussures homme"
"1765137120-257","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5307445_uploaded_image1_1746143357.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures homme"
"1765137120-258","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5351719_uploaded_image1_1748579858.jpg","Colobane, Dakar, Sénégal","22 000CFA","Chaussures homme"
"1765137120-259","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5351718_uploaded_image2_1748579763.jpeg","Colobane, Dakar, Sénégal","20 000CFA","Tapettes homme"
"1765137120-260","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5305851_uploaded_image1_1746060014.jpg","Dakar Plateau, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-261","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5350414_uploaded_image1_1748484037.jpg","Colobane, Dakar, Sénégal","16 000CFA","Chaussures Timberland Berluti"
"1765137120-262","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5350412_uploaded_image1_1748483937.jpg","Colobane, Dakar, Sénégal","23 000CFA","Baskets NB9050"
"1765137120-263","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5350411_uploaded_image1_1748483850.jpg","Colobane, Dakar, Sénégal","23 000CFA","Baskets NB1906"
"1765137120-264","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5350017_uploaded_image1_1748459077.jpg","Dakar, Sénégal","14 500CFA","Chaussures unisexe"
"1765137120-265","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5349939_uploaded_image1_1748454104.jpg","Dakar, Sénégal","14 500CFA","Chaussures unisexe"
"1765137120-266","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5349918_uploaded_image1_1748452087.jpg","Yoff, Dakar, Sénégal","Prix sur demande","Babouches"
"1765137120-267","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5349774_uploaded_image1_1748446268.jpg","Dakar, Sénégal","14 500CFA","Chaussures hommes"
"1765137120-268","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5348358_uploaded_image1_1748370711.jpg","Dakar Plateau, Dakar, Sénégal","20 000CFA","Chaussures homme"
"1765137120-269","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5348355_uploaded_image1_1748370436.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures  homme"
"1765137120-270","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5348109_uploaded_image1_1748359717.jpg","Grand Yoff, Dakar, Sénégal","14 000CFA","Sandales homme"
"1765137120-271","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5348095_uploaded_image1_1748359287.jpg","Grand Yoff, Dakar, Sénégal","14 000CFA","Sandales homme"
"1765137120-272","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg","Grand Yoff, Dakar, Sénégal","16 000CFA","Chaussures homme"
"1765137120-273","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5347629_uploaded_image1_1748342137.jpg","Dakar, Sénégal","25 000CFA","Chaussures de course"
"1765137120-274","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5346815_uploaded_image1_1748284555.jpg","Dakar, Sénégal","22 000CFA","Chaussures"
"1765137120-275","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5346444_uploaded_image1_1748273049.jpg","Colobane, Dakar, Sénégal","22 000CFA","Chaussures homme"
"1765137120-276","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5346342_uploaded_image1_1748270169.jpg","Yoff, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-277","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5299470_uploaded_image1_1745669343.jpg","Dakar Plateau, Dakar, Sénégal","13 000CFA","Stan  Smith"
"1765137120-278","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5299450_uploaded_image1_1745668750.jpg","Dakar Plateau, Dakar, Sénégal","8 000CFA","Chaussures original"
"1765137120-279","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5343633_uploaded_image1_1748099218.jpg","Sicap Liberté, Dakar, Sénégal","13 000CFA","Chaussures Balenciaga"
"1765137120-280","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5343503_uploaded_image1_1748092307.jpg","Dakar, Sénégal","15 000CFA","Chaussures homme"
"1765137120-281","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5343375_uploaded_image1_1748086204.jpg","Diamalaye 1, Dakar, Sénégal","13 000CFA","Chaussures homme"
"1765137120-282","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5293535_uploaded_image1_1745362191.jpg","Dakar Plateau, Dakar, Sénégal","15 000CFA","Chaussures homme"
"1765137120-283","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5293048_uploaded_image1_1745339518.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures homme"
"1765137120-284","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5293050_uploaded_image1_1745339558.jpg","Dakar Plateau, Dakar, Sénégal","20 000CFA","Chaussures Nike"
"1765137120-285","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5291969_uploaded_image1_1745276331.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures homme"
"1765137120-286","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5291981_uploaded_image1_1745276752.jpg","Dakar Plateau, Dakar, Sénégal","20 000CFA","Chaussures homme"
"1765137120-287","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5291976_uploaded_image1_1745276541.jpg","Dakar Plateau, Dakar, Sénégal","13 000CFA","Chaussures Stan Smith"
"1765137120-288","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5291978_uploaded_image1_1745276625.jpg","Dakar Plateau, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137120-289","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5337426_uploaded_image1_1747766507.jpg","Yoff, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-290","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5337421_uploaded_image1_1747766439.jpg","Yoff, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-291","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5336781_uploaded_image1_1747739999.jpg","Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-292","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5335978_uploaded_image1_1747682457.jpg","Patte d'oie, Dakar, Sénégal","20 000CFA","Chaussure Timberland"
"1765137120-293","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5335950_uploaded_image1_1747681246.jpg","Patte d'oie, Dakar, Sénégal","20 000CFA","Sneakers Timberland"
"1765137120-294","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5334044_uploaded_image1_1747578967.jpg","Grand Yoff, Dakar, Sénégal","30 000CFA","Timberlands homme"
"1765137120-295","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5333899_uploaded_image1_1747569426.jpg","Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137120-296","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5288623_uploaded_image1_1745018712.jpg","Dakar Plateau, Dakar, Sénégal","12 000CFA","Chaussures homme"
"1765137120-297","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5332891_uploaded_image1_1747492369.jpg","Dakar, Sénégal","15 000CFA","Chaussures Nike"
"1765137120-298","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5332884_uploaded_image1_1747492109.jpg","Dakar, Sénégal","7 000CFA","Sandales"
"1765137120-299","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5332880_uploaded_image1_1747491983.jpg","Dakar, Sénégal","8 000CFA","Sandales"
"1765137120-300","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5332114_uploaded_image1_1747436179.jpg","Dakar Plateau, Dakar, Sénégal","15 000CFA","Chaussures homme"
"1765137120-301","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5329885_uploaded_image2_1747329825.jpeg","Ouest Foire, Dakar, Sénégal","25 000CFA","Sandales Hermès"
"1765137120-302","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5283172_uploaded_image1_1744733542.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures homme"
"1765137120-303","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5283140_uploaded_image1_1744733006.jpg","Dakar Plateau, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137120-304","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5283144_uploaded_image1_1744733046.jpg","Dakar Plateau, Dakar, Sénégal","12 000CFA","Chaussures homme"
"1765137120-305","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5327825_uploaded_image1_1747239241.jpg","Dakar Plateau, Dakar, Sénégal","20 000CFA","Sandales orthopédique"
"1765137120-306","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5327297_uploaded_image1_1747222943.jpg","Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-307","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325840_uploaded_image1_1747144273.jpg","Grand Yoff, Dakar, Sénégal","13 000CFA","Baskets homme"
"1765137120-308","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325834_uploaded_image1_1747144150.jpg","Grand Yoff, Dakar, Sénégal","12 000CFA","Baskets homme"
"1765137120-309","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325818_uploaded_image1_1747143461.jpg","Colobane, Dakar, Sénégal","25 000CFA","Chaussures Adidas Crazy fast"
"1765137120-310","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325411_uploaded_image1_1747130286.jpg","Dakar, Sénégal","25 000CFA","Claquettes homme"
"1765137120-311","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325029_uploaded_image1_1747102173.jpg","Sicap Liberté, Dakar, Sénégal","8 000CFA","Chaussures homme"
"1765137120-312","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5325002_uploaded_image1_1747098450.jpg","Colobane, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137120-313","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5324993_uploaded_image1_1747097377.jpg","Colobane, Dakar, Sénégal","20 000CFA","Baskets New Balance 530"
"1765137120-314","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5324986_uploaded_image1_1747096835.jpg","Colobane, Dakar, Sénégal","20 000CFA","Chaussures homme"
"1765137120-315","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5324106_uploaded_image1_1747061124.jpg","Dakar, Sénégal","13 000CFA","Sandales homme"
"1765137120-316","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323165_uploaded_image1_1747019646.jpg","Dakar Plateau, Dakar, Sénégal","22 000CFA","Mocassins homme"
"1765137120-317","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323164_uploaded_image1_1747019335.jpg","Dakar, Sénégal","20 000CFA","Mocassins homme"
"1765137120-318","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323162_uploaded_image1_1747019209.jpg","Dakar, Sénégal","25 000CFA","Chaussures Acsics"
"1765137120-319","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323160_uploaded_image1_1747019119.jpg","Dakar, Sénégal","23 000CFA","Chaussures Adidas samba"
"1765137120-320","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323158_uploaded_image1_1747019052.jpg","Dakar, Sénégal","25 000CFA","Chaussures Adidas yezzy 350"
"1765137120-321","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323156_uploaded_image1_1747018952.jpg","Dakar, Sénégal","2 000CFA","Chaussures hommes"
"1765137120-322","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5323153_uploaded_image1_1747018079.jpg","Dakar Plateau, Dakar, Sénégal","25 000CFA","Chaussures Adidas samba"
"1765137120-323","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5322852_uploaded_image1_1746995950.jpg","Diamalaye 1, Dakar, Sénégal","12 000CFA","Chaussures  Wallabecs"
"1765137120-324","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5322219_uploaded_image1_1746951241.jpg","Medina, Dakar, Sénégal","6 000CFA","Chaussures homme"
"1765137120-325","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5277889_uploaded_image1_1744406252.jpg","Dakar Plateau, Dakar, Sénégal","13 000CFA","Chaussures homme"
"1765137120-326","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5276114_uploaded_image1_1744312833.jpg","Dakar Plateau, Dakar, Sénégal","Prix sur demande","Chaussures homme"
"1765137120-327","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5276102_uploaded_image1_1744312485.jpg","Dakar Plateau, Dakar, Sénégal","18 000CFA","Chaussures homme"
"1765137120-328","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5318525_uploaded_image1_1746729827.jpg","Sacré-Coeur, Dakar, Sénégal","10 000CFA","Sandales orthopédiques"
"1765137120-329","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5317599_uploaded_image1_1746704381.jpg","Diamalaye 1, Dakar, Sénégal","13 500CFA","Chaussures Timberland"
"1765137120-330","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5316539_uploaded_image1_1746639353.jpg","Ouakam, Dakar, Sénégal","12 000CFA","Baskets New Balence 530"
"1765137120-331","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5316340_uploaded_image1_1746631677.jpg","Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137120-332","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5316095_uploaded_image1_1746622601.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","10 000CFA","Chaussures homme"
"1765137120-333","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5277969_uploaded_image1_1744410720.jpg","Almadies, Dakar, Sénégal","52 999CFA","Berluti shadow"
"1765137120-334","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5314681_uploaded_image1_1746544988.jpg","Diamalaye 1, Dakar, Sénégal","13 000CFA","Mocassins homme"
"1765137120-335","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5312252_uploaded_image1_1746435076.jpg","Colobane, Dakar, Sénégal","13 000CFA","Chaussures homme"
"1765137120-336","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://images.coinafrique.com/thumb_5311673_uploaded_image1_1746390255.jpg","Colobane, Dakar, Sénégal","25 000CFA","Chaussures homme"
"1765137123-337","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","https://images.coinafrique.com/thumb_5351566_uploaded_image1_1748560780.jpg","Dakar, Sénégal","10 000CFA","Babouche hommes"
"1765137123-338","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","https://images.coinafrique.com/thumb_5351559_uploaded_image1_1748560482.jpg","Dakar, Sénégal","13 000CFA","Chaussures homme"
